review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R198D23A8APQUN,5,118,128,N,Y
R1O4WEG8NE1N33,4,46,48,N,Y
R3TXJ2VUSZU5W3,5,17,21,N,N
RP2IGHYLWO9UM,5,24,25,N,N
R3BXXDEJHI4290,5,21,23,N,N
R3RB1RCR290JBD,5,16,21,N,Y
R10WLRIQFR2CA1,5,22,22,N,Y
RSFS3FE16GLAZ,5,23,23,N,N
R3PEZYQM2W2Q18,5,68,76,N,N
R38JEMRHAI27S6,3,63,67,N,N
R1WE6WXNQWTZ0I,5,30,31,N,N
RMZSTBKR5004D,5,19,20,N,N
R2R52Y8TPX3MPR,5,23,23,N,N
R1WX6IVU694QSL,5,22,22,N,Y
R147XUWHYOXV8L,5,23,26,N,Y
R2RLHEQISF5KHW,2,23,24,N,Y
R3ON0J5FYL7611,2,24,33,N,N
R2RDO6GUAP1M7W,5,21,24,N,N
R1H09TQK4JY0X9,5,76,76,N,N
R3SE42AOURX4X2,3,24,29,N,N
R331ME2ZV2DOFV,5,25,25,N,Y
R1E35HRYCMVUPJ,5,59,63,N,Y
RSN4TS6M1X8FR,5,70,72,N,Y
R1O2I6HQ7CBW34,5,48,48,N,N
RETSP3CG7CMTB,5,32,35,N,N
R1VKHWHOXFF769,5,62,63,N,N
R28GZ4W56D20I1,5,97,100,N,N
R1CWTKCEC4R0FH,5,25,25,N,N
R2HNOSWXX8K7TC,5,21,22,N,Y
RS6OWCIBK1CZ4,5,22,24,N,Y
R3F15BF8ENW1DB,5,47,50,N,Y
R2CT7J561V1S50,5,50,54,N,Y
R264T8RJRKA8PZ,4,19,20,N,N
R1A1HWJLE2LTEQ,5,48,50,N,N
R2JW6V28CTR01A,3,13,23,N,Y
R2KR785H93C84R,5,24,24,N,Y
R2RPHZPDY8RZMW,5,74,77,N,Y
R3M5RV42NYR4HB,1,45,54,N,Y
R1Q0LGLV73GVK4,5,21,21,N,N
R1265BBVQEXH1B,5,34,35,N,N
RHE7VGDKNTQR,1,10,20,N,N
R35RO5GUIBASHV,4,23,27,N,N
RAF732TFEVC3U,4,23,23,N,N
R8A3WPRGAS34K,4,18,21,N,N
R2TT6KE77LLYDT,5,28,29,N,N
R3T3TMJM0I6NX1,5,52,55,N,N
R2GVBLBO07OPWM,5,28,29,N,N
R3UTAO4ZBF512K,5,21,22,N,N
RU8V108KA6Z0N,5,25,29,N,N
R24N2E5E3C04AY,5,21,23,N,N
R2FHLMO5LVULWX,3,36,41,N,N
RQIBZ37CZBDJM,5,23,24,N,N
R2HZLR0L73Q79C,5,40,42,N,N
R18S0PFHALV1MW,5,41,45,N,N
R2VPX86TTUC34B,1,20,39,N,N
R3B7CBY9SR4PRP,5,25,27,N,N
RDNMIOR73RWR,5,24,27,N,N
R1OOSFCUOOSTKH,4,10,20,N,N
R2JENAW7S2205X,5,20,21,N,N
R26M2JUXPEMAZ6,4,43,46,N,N
R21E4SK0IXBPMU,5,48,52,N,N
R29DI71VTZ7ANE,5,24,25,N,N
R1913SUQ2KKC28,5,28,28,N,N
R26PVS48Y6F18H,5,21,22,N,N
R3M2DOGZEFGIU7,5,30,34,N,N
R2OGAUDFXQ4SKM,5,52,55,N,N
R33VQDVYC7ISL7,5,35,37,N,N
R2FL87LT6DN3TR,5,19,20,N,N
R93WCZX4O0GPM,5,22,22,N,N
REGX0B2TQTLFE,5,32,36,N,N
R22YG0BYPPPJAU,5,40,46,N,N
R37F7QISDIK7L7,3,32,42,N,N
R2H6CNN6FC7X5U,4,168,186,N,N
RAUXW3OTT8M1E,5,44,45,N,N
RCFAGITXEEFE5,5,32,33,N,N
RJHI9N2RNEFQ3,5,52,56,N,N
R1O9I02YIA77LH,4,32,36,N,N
R2LQHUFJ43PF4W,5,23,25,N,N
R172TSDRHF1QA3,5,24,25,N,N
R1M62AATU2FZJX,5,19,22,N,N
R1E8FNW3ISJIGU,5,31,32,N,N
R3PLBZ0A1OPZ8D,5,26,29,N,Y
RN9DQ5NIEVCEU,5,24,24,N,N
R2BA6UK8APL659,5,22,22,N,N
R3Q8AQ75EIV1OG,4,24,25,N,Y
R262TKNVBG6HRS,5,24,24,N,N
R4N0EMN899UI4,5,28,32,N,N
R2GUNM81P2W4NO,5,23,24,N,N
R3L033X3UHBGJ2,5,18,20,N,Y
RDTAF6EWYJZ6N,5,24,25,N,N
R1UA9MDN13XLWC,5,31,32,N,Y
R2O29V1ROBN09S,4,25,33,N,N
R1YMV88UAHEM15,5,35,35,N,N
R2B2ZDX6X8VZLQ,5,36,36,N,Y
R2IHNICWVZZFLG,5,26,26,N,Y
R1FD9IZ3OUOSTM,5,29,30,N,N
R10B7WMAQHBDRP,5,21,24,N,Y
R2Z62QEENYFFEO,4,20,21,N,N
R26VFD838FB23R,5,36,37,N,Y
R4ZFP1LH3KPP,1,12,22,N,N
R3NOHRIHUR0OLO,4,19,21,N,N
R3N422S9BUYAS0,5,24,25,N,N
R2GHI8RMPC2A2Z,5,20,22,N,N
RDIOWJY4C3N2P,1,45,52,N,Y
R2R4AN94VWLMVK,1,14,24,N,Y
R3FQT5MTVL1ZTC,4,21,24,N,N
R23APE682TFXE9,1,24,26,N,N
R51CE17K6HND6,5,21,25,N,N
RA7P4L2OMF5E6,1,61,64,N,N
R15L320P5PNIR,5,23,24,N,N
R3515FPN9OM36I,5,23,25,N,N
R9DZSPTN7EKYF,4,69,71,N,N
R26ZZ6L2X1RAJN,5,24,24,N,N
R24WBFGXFPSAQ2,5,36,36,N,N
RUVVG9TNHWNKH,5,23,24,N,Y
R1HPZ7G16ZD7I7,5,34,36,N,N
RMUCWG9KG2BB8,1,12,23,N,N
R3LNZ0HOUQ6JJ5,1,17,23,N,N
R3MG4G22FOMCLK,5,67,73,N,Y
R1M2WA6LM76YS9,5,64,64,N,Y
R70B6752D1HSQ,5,26,29,N,Y
R1Q1KAX6WAH2R7,1,18,29,N,N
R37O7KQ35PNIAV,5,40,44,N,Y
RDHQ37PCSPOG2,5,30,32,N,N
R1UXUJ9BKAOBUG,1,12,23,N,Y
R3VX5JXT9AM5U8,4,20,23,N,Y
R1NLWF1VQA8NO8,5,30,32,N,Y
R22QCYV2WK7LE4,1,12,20,N,N
R6IRYWXDI3RFX,5,34,35,N,N
RZBT94UIFCRP6,5,22,23,N,Y
RNP5XLOP8SZRH,2,56,79,N,N
R2CMFH1OY4VH4,4,25,25,N,Y
RY542EWBGS895,1,14,20,N,Y
R6D8ADWNCJ94,5,23,23,N,N
R1AA4P76Z5FNFH,2,16,28,N,N
R339Z6JBH1TFFU,5,39,42,N,N
R3CQ6PNL7X5O68,5,22,23,N,N
R3BDS11OQ53PA2,5,20,22,N,Y
R1TM58UMWUV2VQ,5,37,37,N,Y
R3H0C9UFFYTAW5,4,27,28,N,N
R1S1PO2EIAXIUR,1,52,53,N,N
R2YNDKOB2FSBZH,5,28,33,N,N
R1XVRPHUFXWEL6,5,19,21,N,Y
R10QEDN401MIZ0,2,24,31,N,Y
R1DWHFX59128YJ,3,26,29,N,N
R2H30OWCMUZCX0,5,26,27,N,Y
R3HBUUDTQE4IZ5,2,39,44,N,Y
R204LSC587M98F,5,45,52,N,Y
R2E22T8HJUBYTS,5,15,20,N,N
R10O5ZOEJ5BE7Y,5,22,22,N,Y
R37EPHIK6I2O96,5,27,31,N,Y
R20I34CA6PX4N4,1,28,31,N,N
R3F7PI61PKGAEZ,3,42,51,N,N
R1G4E7TR66OE96,5,43,50,N,Y
R1CZDB4TGKFYNG,4,19,21,N,Y
R3QBR0QJBMYUIW,4,54,59,N,Y
R5GB2BZSAHIZW,2,24,38,N,N
R2A7NNEXC256IF,5,27,30,N,Y
R1RVYACVTK9EK6,1,46,52,N,Y
R1RX5ZAJU9PJN8,5,34,36,N,Y
RWUMDNHHZ98GH,5,25,31,N,N
R1GC895UEIY289,5,40,46,N,N
R3OCEMIXEM3V7U,2,17,22,N,N
RA6A6RFEJR19B,4,37,47,N,Y
R33DXBB2EIUICX,5,31,36,N,Y
RQDBX0USLI20O,5,39,39,N,Y
R2BMADMJ08WAKM,5,16,21,N,Y
R5ASEP4Y1TQIG,1,28,29,N,N
R1PKETHFD3LV3L,5,38,40,N,Y
RTB44IWYBX8WK,5,17,21,N,N
R1WKFA52G7EVVZ,5,71,79,N,N
R106O7LHS921AO,5,25,26,N,N
R8W4F59AAKDNX,5,22,23,N,Y
R3L0NW22H951CY,5,19,23,N,Y
RIXZ51HU9YVU,5,22,28,N,Y
RH63P5176FD6L,5,27,30,N,Y
R2R1OP99SBF10E,4,18,21,N,Y
R2Y0ZETP9WNV20,5,20,20,N,Y
R64VHCVDW04IO,5,21,21,N,Y
R1MA7J4Z3FMN5T,2,14,22,N,Y
R3MJX7QJJ9635A,4,33,35,N,Y
R30HPNRRW1BUME,5,31,34,N,Y
R1E8NF50QHBYQ8,5,21,21,N,Y
R2B9N43SOL79OY,5,41,47,N,N
R30HIAOWB2Z275,3,30,40,N,Y
RXZNFCSNO8JK0,5,19,23,N,Y
R11EPKYY6OWWYN,5,20,20,N,N
R3IC18M92LR0PM,5,30,35,N,Y
R1HSS0BT5ILS1B,1,29,57,N,N
R1HJVG2RK33579,5,20,21,N,Y
R2F8308277MXH6,5,32,33,N,Y
RJHD82TJY8RXC,5,52,65,N,N
R1M8E9R0IA53MG,5,106,118,N,N
R32P21OBJKBOI,5,19,20,N,Y
R1MND8F1WL9RI9,1,14,23,N,Y
R1XHVN6QYDX3PF,5,50,55,N,Y
R1RUCDEYTWAKOH,5,23,25,N,Y
R30L0A588EV3EQ,5,33,35,N,Y
R23PE8939AIB1D,5,51,57,N,Y
R1WGN7N0B3WATK,5,24,24,N,Y
R1Z03WJQODMWGQ,5,28,29,N,N
R2EF5JH7DVWP7A,5,25,34,N,Y
ROJRFWKXBA77T,5,27,29,N,Y
R2OU32Y6U0RQGL,2,26,35,N,Y
R3DZDUON63OK2P,5,42,44,N,Y
R3P1QNEK3PZSGQ,4,25,25,N,Y
RQXV5H57ZI8GP,5,28,32,N,Y
R33A64VPJSNG0D,4,20,22,N,N
R1ROKSCBB2O3OM,5,23,24,N,Y
R3JV4Q4TLEJDH6,4,67,69,N,Y
R2FJBW1P83H6PO,5,19,20,N,N
R27KQM3YXH21NY,5,18,20,N,Y
R2JWDEMEC9NX5Y,5,55,59,N,N
R4TDT3DZAQ0SV,3,12,20,N,N
R1S9MU9WCUJYP,1,20,21,N,N
R2P9222VLXYGC5,5,116,124,N,Y
R1ES00RZPNJ2PI,1,20,20,N,N
R3TVJPFME3FZQA,5,29,29,N,Y
R14NYX6J4MBH9G,1,29,29,N,N
R2CHGONDE32OF5,5,31,31,N,Y
R3H1FS13L5QJR9,5,17,21,N,Y
R2FHXYJQ1AKOTQ,5,22,22,N,Y
R3N7QYF2FZ8Y59,4,24,34,N,N
RITL5G69ANV19,5,20,22,N,Y
R3K11OYZOBHMGM,4,45,45,N,Y
R237QZTVWHY4VH,4,26,28,N,Y
R1VU8RAZG22K45,5,27,30,N,Y
R16VOSLL0B3PEM,4,15,20,N,N
R34I80JDA827CO,5,74,78,N,Y
R1S8Z3JNTMYBPB,4,31,32,N,Y
R1XCW4DMKKHVVL,5,19,20,N,Y
RGWZFDKV39GTV,5,81,89,N,Y
R10B4IVCEYQOUT,2,10,20,N,Y
R1LYQIC5X36CMN,5,23,28,N,Y
R3LB4LKCHMKTVY,2,15,28,N,Y
R1PLZBG9K11XP5,5,56,60,N,Y
R12WZCL7JBJP4E,5,42,43,N,N
RUEPFGIHTDPT5,5,31,37,N,Y
R3BJDWBPHGUHNS,5,85,86,N,N
R322OMM91ROTZI,5,40,40,N,Y
R11LQBKXVRALGK,5,34,34,N,Y
R1ETF60LFIEJTG,5,19,21,N,Y
R2SOZ2L8QZXFMU,5,23,26,N,Y
R28IJSKA4NJ5DT,5,32,32,N,Y
RY1KQWFDEIMBK,5,32,33,N,Y
R3GH66Y2VYYRC8,5,18,21,N,Y
R225XPSUXW6H2W,5,34,34,N,Y
R2ZW34XV3WMTQO,4,49,54,N,Y
ROHSO53791R4S,5,23,27,N,Y
R3PIHXONOHYLJ,5,40,41,N,Y
R3RJNUQLNMF00E,5,19,20,N,Y
R31Q66N9G1DTJH,4,33,37,N,Y
R3HA3HF89DKTRT,4,26,36,N,Y
RIQ46CQDM8IEH,3,14,22,N,N
R2XVKWIASCFTMR,5,23,25,N,Y
RYV0C3YHDSSI3,5,39,39,N,Y
R3AKSRILYD1H1W,5,31,35,N,Y
RE7UYD0C2XTPK,5,18,20,N,Y
R1WV31ZYLKBWOM,5,22,22,N,N
R3HHE33CN0FTZ6,5,63,64,N,N
R2SFLKLL2MTYA7,4,18,21,N,Y
R122XGHXTLU6ZW,5,31,33,N,Y
R24H17KWG5BHP0,5,24,25,N,Y
RHQXTI09OP0UR,5,15,21,N,N
R24F0F849IUM94,5,41,45,N,Y
R3UJYBG47XNGQS,3,16,21,N,Y
R3599FVN3MQ7SA,5,20,20,N,N
R3KMRIOQTJK7XF,4,28,35,N,N
RT3B9JJUJ35YK,5,27,31,N,N
R34MDFK8OTPA30,3,23,24,N,N
R2AYF0E7N395DH,5,26,28,N,Y
R1N6KTFLSZ3UL0,3,19,20,N,Y
R16QBNNQ8V7ADU,5,46,47,N,Y
R1YK6YK2SZBQB9,5,52,52,N,Y
R2NRI0CHRQV84A,5,27,33,N,Y
R33A0IOXCM1MOB,5,127,129,N,N
R2UVDHUW1VBZQ2,5,25,27,N,N
R3JFI5YBSX1TRO,5,24,25,N,N
R3KXNI6TBRGI0K,5,24,24,N,Y
R309VD1PAHHKPI,5,30,33,N,Y
R1YTRZWMPGXELP,1,54,63,N,N
R37EBXHOBXCHBP,5,20,21,N,Y
R2ME5B1W7JL4TU,5,21,22,N,Y
R2O68G8DQA5QFF,5,39,42,N,N
R1U8IVH1SDUVPC,1,11,21,N,N
R4H89TTBN6OCU,5,36,37,N,Y
R1ZFSBS0VEPJVS,5,60,63,N,N
R1E7HDCJ4S507Q,5,133,145,N,Y
R1XTQ5C201GNFF,3,17,22,N,N
R2EY6MLNHN3RO2,4,33,34,N,N
R1JP1898SWRVN4,5,38,39,N,Y
R3EVV0BPY3ATAK,1,35,38,N,N
R5VK06EHALH4U,1,15,24,N,N
R2O5Q5V5QVQYAV,4,90,101,N,N
R1ELI0NFP8H70S,3,25,32,N,Y
R1KBHLA9A682BD,5,30,30,N,Y
R1M2EZKPOD764P,4,24,24,N,Y
R3UVFARPPUT4FR,1,37,38,N,N
R2S2KIG6JQVAMV,5,173,196,N,Y
R2OD1KXZGHRWHS,4,72,79,N,N
ROX1XV4UFTXZI,4,16,21,N,Y
R3AJZ1K1TWAER6,4,51,53,N,Y
R1Y6Y9R3I538YB,1,18,23,N,Y
R2YD6S4XONPZNN,4,48,50,N,Y
R2CG62G4K7DWLI,5,71,72,N,Y
R1CR06HK9LA7PQ,2,14,25,N,Y
R2EU3ELO7TCCD2,5,19,20,N,Y
R210ZFLNW9JKLU,1,26,36,N,N
R2YOSU356G3RO,5,59,64,N,N
RTZJH6LPG8QO4,1,53,64,N,N
R3O4THIENVY03G,1,19,26,N,N
R3PPIHODDTXTJP,5,23,26,N,Y
R3AU1E2UUIZ0IW,5,20,32,N,Y
R1HNHS5JGGADC4,5,19,20,N,Y
R34ZMJYKWEYT12,5,33,33,N,Y
R2IH948OSKA5E6,1,16,25,N,N
R3EMCMM0LJD7N3,3,116,132,N,N
RFJ0DMORA44N3,5,56,56,N,Y
R22DX1OL6SBQUG,5,30,34,N,N
RWAFW0PQJ0SFS,4,25,25,N,Y
R1CWXM4OS2B0PB,1,16,20,N,N
R3FTZ8ZBZLDPJ4,3,29,34,N,N
R1N4UDPA65PY44,5,25,31,N,N
R1CJNI33D7E263,1,15,20,N,Y
R2M64YQ51DVEC,5,36,36,N,Y
R3JF0ONXJO9K0K,3,33,37,N,N
R2MNVHGDXDCSBQ,3,17,23,N,N
R38Z2DX4V7HX04,1,13,23,N,N
R52EKNS9SZHXM,4,18,20,N,N
R2AKRJ01GY6U37,5,69,80,N,N
R2CGUEGWNYHFH1,1,34,41,N,N
REHF9ARZRQVP8,5,34,34,N,Y
R2G2EZ3IVLVO23,5,24,24,N,Y
R27O4XQVHFJ7VX,4,28,28,N,N
R146F5F03C3JVE,5,27,28,N,Y
RUHGPFJ4NTKA2,5,32,33,N,Y
R142BVWHRIGCV1,1,19,28,N,Y
R1K7TPWYM9KWPY,5,30,31,N,Y
R1ZIKOIP1D2COW,2,31,44,N,Y
R1FNG0O8OU5Y6L,4,51,67,N,N
R2L79I80G2TY2R,5,24,25,N,N
R2VPOGKHMKTJXH,5,36,37,N,Y
RUCU8MPF5SFU3,3,40,52,N,N
R3LW4YI7OWBIF4,5,124,132,N,N
RKRG8EY7TB543,5,24,24,N,Y
R2AVPDBT2YGV9V,4,43,45,N,Y
R2BPYD82GJSYGM,2,18,23,N,N
R17ZPV8SR8WVVN,5,32,32,N,Y
R2ITUNXCA3HQYT,5,64,65,N,Y
RG9B28R904PSI,3,14,21,N,Y
R1TVHHS058Y0TD,5,35,37,N,Y
R3VYUNG8JPGJ0D,5,21,22,N,Y
R9DDVXI1D1QRT,1,17,27,N,Y
R3A0AD0BWI5L49,3,35,37,N,Y
R1OPMNBWQ7DT4H,5,21,21,N,Y
RLGVQR7DIPEN7,5,32,35,N,Y
R33V8W58TVBT8S,4,20,22,N,Y
R10CN01ZB5DIZL,4,18,20,N,Y
R1M7SAD2R49X3C,1,21,23,N,N
R3DF0QJLLUXUM7,5,20,22,N,Y
RFZATFHC264VP,5,18,21,N,Y
RKNB1YN3L72EI,5,68,71,N,N
R2B1XGYQ0CWA5A,5,30,30,N,N
RKET7TP2U97E5,5,82,97,N,N
R3OJGJHRTWO2R7,5,26,28,N,N
R1FGZY9RRGRJRE,5,27,28,N,N
R5IS0KB7YPLBI,5,50,61,N,N
R3VPXGU7T4TUZV,5,31,37,N,Y
R1M0QF6B1O6LCB,5,20,20,N,N
R2RF1X20K2DJLU,1,27,40,N,N
RW27M89ELPJYF,5,32,34,N,Y
R3T27FF3KTGM28,3,29,36,N,N
R1ULP7M61LMLOC,5,79,79,N,Y
R9J608GVPJP08,4,22,23,N,Y
R1TMUEZ2Z5QY7P,4,41,41,N,N
R8GPHYFYOUVLH,5,74,74,N,Y
R3L3JTFO00CUHZ,3,19,20,N,Y
RXVMZA8AK3G7Z,4,29,30,N,Y
R35FPZE1SROV03,1,18,34,N,N
R1BUWIQT7C6J7D,1,53,78,N,Y
R17E82AO0YTXBS,5,23,26,N,N
RI5FVKHKWUGDE,1,19,21,N,Y
R30IZABPHKF6RD,5,48,48,N,Y
RP73NSOVVA3QY,5,26,28,N,Y
R1WSYZBY8QXGB1,5,20,20,N,Y
RA4WCALBL0CLW,5,34,35,N,Y
R1ALGVZY9E4I1I,5,72,73,N,Y
R39BMUW7BIYONV,5,90,94,N,N
R1ZYF4LZUJ6YLA,5,56,56,N,Y
R2J4VQ0TA49QNN,5,22,22,N,N
R1M502TNOOTLQA,5,21,22,N,Y
R25MW8X20AIMP9,5,27,27,N,N
R2NL91UC6S0HMO,4,23,24,N,N
R28FKH25A9GA35,5,22,25,N,Y
R1C5AEHBVQP0KZ,5,50,52,N,N
RMH1ZMKIJSCUF,5,23,24,N,Y
R2SYX6CFV6BL63,1,12,24,N,Y
R34YDFJNMGA70W,4,18,27,N,N
R1A7L188ZZ6H7Y,5,15,22,N,Y
R158QC53KM6WEN,5,58,60,N,N
R3NIKF2XQYFH47,5,20,20,N,Y
R18PX2C9BGB9MO,5,20,29,N,Y
R1PGDISZZGPWQE,3,12,22,N,N
R2765XGUIK7ZWH,5,23,25,N,Y
R2XCAD04KGBMBD,5,18,20,N,Y
R23P0RQT3Z6Q5K,5,235,235,N,Y
R1TQMGJR6MRDDE,5,24,27,N,Y
RR522SO3NXOTB,5,34,37,N,Y
RAMZXY5XWIMHH,5,31,36,N,N
R1443VPWENPH6L,5,28,31,N,Y
R3UJ6YE7G0IK8B,5,47,49,N,Y
R2RCQ6ERUCL451,3,11,21,N,N
RIR8LX058WSBF,3,28,30,N,N
R3RT5XYBW72O3Q,1,21,22,N,N
R3IX4F9HASZJ2Z,5,34,38,N,N
R3MMUKSQ58ATP2,4,67,67,N,Y
R36SP01T4MRBXR,3,34,37,N,N
RCM0CYQQDXLQV,5,24,25,N,Y
R2XKC31PD93UU2,4,22,22,N,Y
R158NL4EXDLC9E,5,53,55,N,Y
R11OM6LG5BB7QC,5,23,23,N,Y
R25RO2XZSVQ8S9,5,21,21,N,Y
R7HFIRMDFSOOI,4,20,21,N,N
R2XSRJ85H2OBZP,4,29,31,N,N
R30HM1COPPXWP9,5,20,21,N,Y
R2M4B0E2PV8V8N,5,27,28,N,Y
R1BNT8KDU76ALR,5,19,20,N,Y
R2EDB76W16Y6HJ,5,38,41,N,Y
R260QRPTILXYVA,5,20,22,N,N
RXYAKLL6XFBTS,4,56,57,N,Y
R3RX5KJ034TDVL,5,66,71,N,Y
R2478BXHZPNMWZ,5,65,73,N,N
R16ZP8I3CCQ63Y,1,26,27,N,N
R3FT4B7PCYNIGX,5,20,20,N,Y
R9CFNBYV8YFTO,5,31,31,N,N
R5U69Q8JXMZIB,4,24,25,N,Y
R116D2AW1VWBWV,5,33,36,N,N
R2NSEXXDZVA19C,5,48,51,N,Y
R1T9U9A3DGAZ9U,4,36,45,N,N
R3267A71COWHSK,5,19,20,N,Y
RWL2P9ZYCG86U,5,23,27,N,Y
R1VFWQ149NJZ77,1,22,34,N,N
R2XPQTDMU5ORC8,5,13,20,N,N
R13L1R288QS4RX,3,36,38,N,Y
R1M5R4RCRQRY16,2,16,27,N,Y
RQW2T09PVNNVM,4,16,24,N,N
R3VO35KPSZJJOD,5,33,35,N,N
R1IJSFDM5R1T4C,5,25,28,N,N
R2GMO34OAENNGT,3,21,22,N,N
R1CYAQXUAK84KC,5,24,26,N,Y
R3F2R5ILOY5LY,4,17,21,N,Y
R1QLAC26789BKK,5,21,22,N,N
RQ5PHOH6P6T4A,1,16,22,N,N
R3MKZUXYO87QI0,5,36,54,N,N
R1RG7AGDLTMLYE,5,21,21,N,N
R3OPN04S4MFXQ7,5,20,28,N,Y
R1HPA8Z5RM2HC,5,37,43,N,Y
R34NHLM9CFBRXU,5,13,21,N,N
R2HKOV22MMYEXI,2,13,23,N,N
R1L1N31Q7LE39S,4,18,20,N,N
RGIFV8VQKPUJI,5,25,26,N,Y
R2B022I1RP06WQ,1,41,49,N,N
R3CT8HAGPU29YZ,5,25,28,N,N
R2CNCNWVRHY83I,2,48,73,N,N
R234TJYBJBMAZJ,5,38,44,N,N
R2EAEWS4A2WLC,5,33,36,N,Y
R28ZBBY163RXCD,5,15,23,N,N
R1ETY9NESF8W4K,2,17,22,N,N
R1Y23M5INNN7N2,2,11,21,N,N
R3CQJUQSW7IHMC,5,19,20,N,Y
R182E26YD88EN1,4,16,22,N,N
R30QOA5GDGDWTF,5,61,62,N,Y
R2WFMEIXJPMPUQ,5,38,39,N,N
R1M9PBX596WSPI,4,47,48,N,Y
R1O3J4IUWLLW09,4,20,23,N,Y
R1YILBYMIESTN5,3,49,58,N,Y
R1UXIX4DORDT83,5,68,69,N,Y
R1XH461O4N2QPK,5,24,25,N,Y
RHOG9LASJ3VWG,3,43,59,N,Y
R2ZL3R4Y0VWQQS,1,17,30,N,N
R3F8RDSCY4Z18R,5,43,44,N,Y
R1YV98Z3WEEN4N,5,57,57,N,Y
RBIQR0A4ZZNF3,3,26,28,N,N
R2NH8GVDOQG7Q7,2,63,72,N,Y
R2LEE62NAYIE6I,5,22,27,N,N
R11DU4HRK9RI15,1,26,32,N,N
RSN3X4LSLMHKY,5,20,20,N,Y
R1C0YTHTT527O2,5,26,27,N,N
R2UGMIVKZGRIQG,5,19,21,N,N
R3DTFO1ZRSW7RM,5,21,22,N,Y
R1HBF46OFNDTFW,2,33,38,N,Y
RPF4PIO7WYMEE,5,218,225,N,Y
RH3DWFSB9WAS2,1,17,30,N,N
R1P8D91UIW534N,5,33,35,N,N
R2EAWKLH54YTT7,5,26,26,N,N
RJA0QCSLNMG2A,4,14,25,N,N
R1K7UKEIBT1SI8,5,21,23,N,Y
R385D8NPZW3OLA,3,13,23,N,N
R3UVVCUEEHDCVV,5,48,50,N,Y
R3J134JJPYSG1,1,12,20,N,N
R334V585QC8A59,4,52,54,N,Y
R1ZVF8R57LTOQ5,4,252,272,N,Y
R1F553R3NB8VC3,5,32,38,N,Y
R2TPGEC2BN39RV,5,32,36,N,Y
R2J9D7Y0R7CYBW,5,21,22,N,N
R11LATVKHMIZ1Z,3,43,52,N,Y
R1O6H5WO9UJ1H6,1,11,21,N,N
R2WPP2QVOT5V2X,1,14,21,N,N
RK4LDS9L96I93,1,11,22,N,N
R3FS2OVZV5CU0,5,38,41,N,Y
R76FV9BKFHWE6,5,42,51,N,Y
R28G4566WVGW69,5,24,26,N,Y
R1B9HAC17ZW99Q,5,20,22,N,Y
R1KJ21HLASSRLV,5,21,24,N,N
R1DCB81NZEXGAW,4,19,21,N,Y
R2LMSK5JOZ7UZY,4,29,31,N,Y
R3RUQYUS70XU7U,1,12,21,N,N
RPRSDUXT8TVO5,5,19,21,N,N
RXZQJR2NPB51E,5,24,25,N,N
R2MKTL1TBNWB5E,5,29,29,N,Y
R1NG1PWBUTKFA6,2,22,44,N,Y
R1EZUB705YNS58,5,50,54,N,Y
R18BXJVPBL68SM,2,31,34,N,N
R1D2LER8NT4JSB,5,45,48,N,Y
RHYFST22C1KFQ,1,16,22,N,N
R2B1OHX3Y9694U,4,188,194,N,Y
R3Q0YU6BAR0RSJ,5,24,27,N,N
R1AEXPIADGGIA4,5,33,33,N,Y
R4XW4ZP77WQ0E,5,24,24,N,Y
R1XFFSSAZPNKGQ,1,16,32,N,N
R218QNX8XI1NWS,5,27,30,N,N
RVN6IO2HKALI8,2,18,34,N,N
RIQK2YH17MKBC,5,21,21,N,Y
R3MQWTILSVSGXW,5,45,49,N,Y
RQHXFVK3ZBALO,5,22,23,N,N
R15A2E1CTD0DGV,5,32,39,N,N
R213NPTIZGUO87,1,12,23,N,Y
R1WXBLETRXDFHL,5,335,397,N,Y
R36WZGOTCC5D3N,5,40,43,N,Y
R2XTOPI4JLCDLI,5,51,53,N,Y
R1DAUNXB327REB,5,75,95,N,N
R2XNWKUKPKWMC,2,19,22,N,N
R1KJFOF0QLV573,1,15,21,N,Y
R11JZF9EPUV1QU,5,37,38,N,Y
R3S35TSESY6491,5,19,27,N,Y
R7CDVUP876Q5N,5,19,21,N,N
R33LPLRO59FXCH,5,18,21,N,Y
R2DOKJQLZF6JT5,4,39,40,N,Y
R1GU6K0LNG35I5,4,23,23,N,Y
R34XD474EACT1W,3,23,23,N,Y
R1E2I4DNMCOAJ8,1,17,26,N,Y
R1T4D8GL75M5LH,1,21,34,N,N
R1HVWN5W2UIMHK,5,161,180,N,N
R1TXCGWXE5KY8K,4,24,32,N,Y
R1NHKN9XZIJPJK,5,33,34,N,Y
RXV5QWBTQTLL2,5,87,98,N,N
RV7V0LIUO3BCA,5,23,23,N,N
R3TP42PA4X7ZGJ,3,45,53,N,Y
R2SMYHK2Q4IIMO,5,36,37,N,Y
R3CDXZ8Q7BYUWS,5,39,42,N,Y
R35VSE0G3KX5N1,5,17,21,N,N
R1RLVENJ4EMLR7,4,57,73,N,N
R22M5P75MJ50JB,2,18,34,N,N
R1V6XA37ADGA4Z,1,18,28,N,N
R2EHZZPEG6NDZQ,5,21,22,N,Y
R1HEA94PGRAGQB,5,31,32,N,Y
REWQ6GSX4YZZ7,5,46,47,N,Y
RGJKOMD80V1GP,2,15,24,N,N
R2CVDW7YNQZM6U,4,41,42,N,Y
